"Text";"Freq";"Codi";"Descr_codi";"Codi_3";"Descr_codi_3";"Gran_grup_classif";"Descr_gran_grup_clasif";"Gran_grup_CCS";"Desc_gran_grup_CCS"
"HPB";1;"";"";"";"";"";"";"";""
"HYPOTIROIDES";1;"";"";"";"";"";"";"";""
"IBUPROFE";1;"";"";"";"";"";"";"";""
"IMNSOMNI";1;"";"";"";"";"";"";"";""
"IMPLANT DENTAL";1;"";"";"";"";"";"";"";""
"IMPULSIVIDAD";1;"";"";"";"";"";"";"";""
"INALADO";1;"";"";"";"";"";"";"";""
"INDUCCION SUENO";1;"";"";"";"";"";"";"";""
"OTOESCLEROSIS";1;"";"";"";"";"";"";"";""
"VITAMINA PER LA VISTA";1;"";"";"";"";"";"";"";""
"PROTESIS LUMBAR";1;"";"";"";"";"";"";"";""
"PROTESIS VALVULA AORTICA";1;"";"";"";"";"";"";"";""
"PROTETOR";1;"";"";"";"";"";"";"";""
"PROTISIO LUMBAR";1;"";"";"";"";"";"";"";""
"TRISTEZA, DORMIR, ESTRES, ANSIEDAD";1;"";"";"";"";"";"";"";""
"TPSV";1;"";"";"";"";"";"";"";""
"TRASTORNO DE ANSIEDAD";1;"";"";"";"";"";"";"";""
"TRANSTORN DEL SON";1;"";"";"";"";"";"";"";""
"SENSITIVITAT EMOCIONAL";1;"";"";"";"";"";"";"";""
"ZONA LUMBAR";1;"";"";"";"";"";"";"";""
"TENSIO INTRA OCULAR";1;"";"";"";"";"";"";"";""
"TRANQUILIZANTE - DORMIR";1;"";"";"";"";"";"";"";""
"SEROTONINA";1;"";"";"";"";"";"";"";""
"TENSION EN EL OJO";1;"";"";"";"";"";"";"";""
"TRANSTORN ALIMENTARI";1;"";"";"";"";"";"";"";""
"SEVERA ARTROSIS DEGENERATIVA VERTEBRAL";1;"";"";"";"";"";"";"";""
"SINDREME DE RAYNAUD";1;"";"";"";"";"";"";"";""
"SINDREM OBSESIU";1;"";"";"";"";"";"";"";""
"SINDRIME DE RAYNAUD";1;"";"";"";"";"";"";"";""
"TRANSTORN D´ANSIETAT GENERALITZADA";1;"";"";"";"";"";"";"";""
"TAQUICARDIES / BRADICARDIES";1;"";"";"";"";"";"";"";""
"SINDROME DE BEZHET";1;"";"";"";"";"";"";"";""
"TIROIDITIS DE QUERVAIN";1;"";"";"";"";"";"";"";""
"ENDOMETRIOSI";1;"";"";"";"";"";"";"";""
"ENFERMEDAD DEL BESO. MUNONUCLEOSIS";1;"";"";"";"";"";"";"";""
"ENFERMEDAD DE PAYES";1;"";"";"";"";"";"";"";""
"INFLAMACION VERTEBRAS";1;"";"";"";"";"";"";"";""
"SINDROME DE LYNCH";1;"";"";"";"";"";"";"";""
"SINDROME DE PIERNAS INQUIETAS";1;"";"";"";"";"";"";"";""
"ENGOIXA";1;"";"";"";"";"";"";"";""
"EPI";1;"";"";"";"";"";"";"";""
"EPIGASTRALGIA";1;"";"";"";"";"";"";"";""
"EPILEPSIA LEVE";1;"";"";"";"";"";"";"";""
"EPITELI A L'ESOFAG";1;"";"";"";"";"";"";"";""
"EPOP";1;"";"";"";"";"";"";"";""
"EQUILIBRAR TENSION";1;"";"";"";"";"";"";"";""
"ERITEMA NODOSO";1;"";"";"";"";"";"";"";""
"CALCUL AL RONYO";1;"";"";"";"";"";"";"";""
"CALCUL BILIAR";1;"";"";"";"";"";"";"";""
"CALCULO RENAL";1;"";"";"";"";"";"";"";""
"CALCULOS EN EL RINON";1;"";"";"";"";"";"";"";""
"CALMA EL DOLOR";1;"";"";"";"";"";"";"";""
"CALMANTE";1;"";"";"";"";"";"";"";""
"CAMAS INQUIETAS";1;"";"";"";"";"";"";"";""
"CAMES INQUIETES/SINDROME POST-POLIO";1;"";"";"";"";"";"";"";""
"CANDIDES A L'INTESTI";1;"";"";"";"";"";"";"";""
"CANDIDES INTESTINALS";1;"";"";"";"";"";"";"";""
"CANDIDIASI";1;"";"";"";"";"";"";"";""
"CANDIDIASI VAGINAL";1;"";"";"";"";"";"";"";""
"CAP I ABDOMEN";1;"";"";"";"";"";"";"";""
"CARCINOMA BASOCEL.LULAR";1;"";"";"";"";"";"";"";""
"CARCINOMA BASOCEL·LULAR";1;"";"";"";"";"";"";"";""
"ESOFAGO DE BARRETT BAJO";1;"";"";"";"";"";"";"";""
"ESOFAGO DE BARRETT Y HERNIA DE HIATO";1;"";"";"";"";"";"";"";""
"PREVENCIO EMBARAS";1;"";"";"";"";"";"";"";""
"ESPASMES A LA BUFETA";1;"";"";"";"";"";"";"";""
"ESPASMOS ESTOMACALES";1;"";"";"";"";"";"";"";""
"ESPINA BIFIDA";1;"";"";"";"";"";"";"";""
"ESPONDILITIS";1;"";"";"";"";"";"";"";""
"ESPONDILITIS AXIAL";1;"";"";"";"";"";"";"";""
"ESPONDILITRIS";1;"";"";"";"";"";"";"";""
"ESPONDILOSIS L4-L5";1;"";"";"";"";"";"";"";""
"LIQUEFIAR LA SANGRE";1;"";"";"";"";"";"";"";""
"CARTILEG GENOLL";1;"";"";"";"";"";"";"";""
"ESTADO ANIMICO";1;"";"";"";"";"";"";"";""
"ESTALVIADOR EXCRETA CALCI";1;"";"";"";"";"";"";"";""
"ESTASISTOLIA";1;"";"";"";"";"";"";"";""
"ESTAT ANIM";1;"";"";"";"";"";"";"";""
"ESTAT ANIMIC I DEFICIENCIES NUTRITIVES";1;"";"";"";"";"";"";"";""
"CAVERNOMA CEREBRAL";1;"";"";"";"";"";"";"";""
"ESTAT DEPRESSIU";1;"";"";"";"";"";"";"";""
"ESTAT NERVIOS";1;"";"";"";"";"";"";"";""
"LUMBALGIA/CIATICA";1;"";"";"";"";"";"";"";""
"LUMBALGIA, MENICS FASCISTIS PLANTAR";1;"";"";"";"";"";"";"";""
"ESTEATOSI HEPATICA";1;"";"";"";"";"";"";"";""
"ESTENOSI D'URETRA";1;"";"";"";"";"";"";"";""
"ESTENOSIS URETRAL";1;"";"";"";"";"";"";"";""
"MAGNESIO";1;"";"";"";"";"";"";"";""
"MALA CIRCUL.LACIO, FALTA DE MEMORIA";1;"";"";"";"";"";"";"";""
"PROBLEMAS PIPI";1;"";"";"";"";"";"";"";""
"MALALTIA DE GRAVES-BASEDOW (HIPERTIROIDISME)";1;"";"";"";"";"";"";"";""
"MALALTIA DE GROVER";1;"";"";"";"";"";"";"";""
"MALALTIA MENTAL";1;"";"";"";"";"";"";"";""
"MALALTIA PELL AUTOIMMUNE";1;"";"";"";"";"";"";"";""
"ESTRECHAMIENTO VESICAL";1;"";"";"";"";"";"";"";""
"MAL DE CAP/DOLOR DORSAL";1;"";"";"";"";"";"";"";""
"MAL DE CAP, DOLOR REGLA";1;"";"";"";"";"";"";"";""
"MAL DE CAP/DOLORS MUSCULARS";1;"";"";"";"";"";"";"";""
"MAL DE CAP, ESGUINC";1;"";"";"";"";"";"";"";""
"PROSTATA BENIGNA";1;"";"";"";"";"";"";"";""
"MAL DE CAP /MALESTAR";1;"";"";"";"";"";"";"";""
"PROSTAT, BUFETA";1;"";"";"";"";"";"";"";""
"MAL DE CAP, MENSTRUACIO";1;"";"";"";"";"";"";"";""
"ESTRES PER MALATIA DE LA ESPOSA";1;"";"";"";"";"";"";"";""
"ESTRES POSTTRAUMATICO";1;"";"";"";"";"";"";"";""
"ESTRES/REPOSO";1;"";"";"";"";"";"";"";""
"ESTRES/TINITUS";1;"";"";"";"";"";"";"";""
"EUTIROX";1;"";"";"";"";"";"";"";""
"EVITAR CALCULS NEFRITICS";1;"";"";"";"";"";"";"";""
"EVITAR DESCALCIFICACIO OSSOS";1;"";"";"";"";"";"";"";""
"EVITAR OSTEOPOROSIS";1;"";"";"";"";"";"";"";""
"MAL DE GENOLLS";1;"";"";"";"";"";"";"";""
"EXCES D'HISTAMINA";1;"";"";"";"";"";"";"";""
"MAL D´ESQUENA";1;"";"";"";"";"";"";"";""
"MAL D ESQUENA";1;"";"";"";"";"";"";"";""
"MAL D´ESQUENA I DIFICULTAT PER A DORMIR.";1;"";"";"";"";"";"";"";""
"MAL DESTOMEC";1;"";"";"";"";"";"";"";""
"EXTRASISTOLES";1;"";"";"";"";"";"";"";""
"MALESTAR ESTOMACAL";1;"";"";"";"";"";"";"";""
"MALFORMACIO AL SACRE";1;"";"";"";"";"";"";"";""
"EXTRASISTOLIA";1;"";"";"";"";"";"";"";""
"MALT DE CAP";1;"";"";"";"";"";"";"";""
"MALT DE GENOLLS";1;"";"";"";"";"";"";"";""
"FALTA DE B12";1;"";"";"";"";"";"";"";""
"FALTA DE CALCI";1;"";"";"";"";"";"";"";""
"FALTA DE CALCIO";1;"";"";"";"";"";"";"";""
"FALTA DE FERRITINA";1;"";"";"";"";"";"";"";""
"FALTA DE HEMOGLOBINA";1;"";"";"";"";"";"";"";""
"FALTA DE MEMORIA";1;"";"";"";"";"";"";"";""
"FALTA DE SUENO";1;"";"";"";"";"";"";"";""
"PROTECTOR Y ANTIINFLAMATORIO";1;"";"";"";"";"";"";"";""
"MASTOCITOSIS SISTEMICA";1;"";"";"";"";"";"";"";""
"FALTA VITAMIDA D";1;"";"";"";"";"";"";"";""
"FALTA VITAMINA";1;"";"";"";"";"";"";"";""
"FALTA VITAMINA D3";1;"";"";"";"";"";"";"";""
"PROTUCIO CERVICAL";1;"";"";"";"";"";"";"";""
"MENIERE";1;"";"";"";"";"";"";"";""
"PROTUSSIO  L5";1;"";"";"";"";"";"";"";""
"MENINGIOMA";1;"";"";"";"";"";"";"";""
"PRURITO";1;"";"";"";"";"";"";"";""
"PSA ALT";1;"";"";"";"";"";"";"";""
"MENINGOENCEFALITIS LINFOCITARIA (PROBABLE ETIOLOGIA HERPETICA)";1;"";"";"";"";"";"";"";""
"MENISC";1;"";"";"";"";"";"";"";""
"MENISCO Y CARTILAGO";1;"";"";"";"";"";"";"";""
"MENISCS OPERATS";1;"";"";"";"";"";"";"";""
"FERRITINA BAIXA";1;"";"";"";"";"";"";"";""
"MENOPAUSA, ANGOIXA";1;"";"";"";"";"";"";"";""
"QUERATOSIS ACTINICA";1;"";"";"";"";"";"";"";""
"MENOPAUSIA. ANIMO";1;"";"";"";"";"";"";"";""
"QUISTE A L'OS DEL PEU (5E META.)";1;"";"";"";"";"";"";"";""
"MENOPAUSIA I PELL";1;"";"";"";"";"";"";"";""
"MENOPAUSIA-SOFOCOS";1;"";"";"";"";"";"";"";""
"MENSTRUACIO/MIOMES";1;"";"";"";"";"";"";"";""
"MENSTRUACION";1;"";"";"";"";"";"";"";""
"MENSTRUACIONES";1;"";"";"";"";"";"";"";""
"MERALGIA PARESTESICA ESQUERRA I DOLOR , CREMOR, FORMIGUEIX I RAMPES EN CAMES";1;"";"";"";"";"";"";"";""
"MIALITIS-VERTIGO";1;"";"";"";"";"";"";"";""
"MIASTEMIA";1;"";"";"";"";"";"";"";""
"MIASTENIA GRAVIS";1;"";"";"";"";"";"";"";""
"MICROHEMATURIA";1;"";"";"";"";"";"";"";""
"FIBROMIALGIA/FATIGA CRONICA SEVERA";1;"";"";"";"";"";"";"";""
"MICROPILACTINOMA";1;"";"";"";"";"";"";"";""
"MIGRANA, DOLOR MENSTRUAL";1;"";"";"";"";"";"";"";""
"MIGRANYA OCASIONAL";1;"";"";"";"";"";"";"";""
"MILLORAR ANIM";1;"";"";"";"";"";"";"";""
"MILLORAR LA DIGESTIO";1;"";"";"";"";"";"";"";""
"MIOCARDIOPATIA DILATADA";1;"";"";"";"";"";"";"";""
"MIOCARDIOPATIA HIPERTOFICA CONGENITA";1;"";"";"";"";"";"";"";""
"FIFROMA UTERO";1;"";"";"";"";"";"";"";""
"MIODESOPSIAS";1;"";"";"";"";"";"";"";""
"REDUCCION DE ESTOMAGO";1;"";"";"";"";"";"";"";""
"REDUCCION GASTRICA, BY PASS INTESTINAL";1;"";"";"";"";"";"";"";""
"REDUCIR PULSACIONES";1;"";"";"";"";"";"";"";""
"MIOPATIA";1;"";"";"";"";"";"";"";""
"MIOPIA FORTA";1;"";"";"";"";"";"";"";""
"MOLA";1;"";"";"";"";"";"";"";""
"MOLESTIAS DE ORINA";1;"";"";"";"";"";"";"";""
"MOLESTIAS ESTOMACALES";1;"";"";"";"";"";"";"";""
"MOLESTIES AL ESTOMAG";1;"";"";"";"";"";"";"";""
"MOLSTIES ESTOMAC";1;"";"";"";"";"";"";"";""
"MONONUCLEOSIS";1;"";"";"";"";"";"";"";""
"MONONUCLEOSIS INFECCIOSA";1;"";"";"";"";"";"";"";""
"MONONUCLEOSSIS";1;"";"";"";"";"";"";"";""
"MORT DE LA MARE";1;"";"";"";"";"";"";"";""
"MUCOSIDAD";1;"";"";"";"";"";"";"";""
"MULTIVITAMINICO";1;"";"";"";"";"";"";"";""
"NARIZ";1;"";"";"";"";"";"";"";""
"NATURAL/PREVENTIVA";1;"";"";"";"";"";"";"";""
"NEFRITIS CRONICA TIPUS IGA";1;"";"";"";"";"";"";"";""
"FONS IRRITATIU TEMPORAL ESQUERRA";1;"";"";"";"";"";"";"";""
"NERVI CIATIC";1;"";"";"";"";"";"";"";""
"NERVIO CIATICO AFECTADO";1;"";"";"";"";"";"";"";""
"FOTOSENSIBILIDAD";1;"";"";"";"";"";"";"";""
"NERVIS ESTOMAC";1;"";"";"";"";"";"";"";""
"NERVI TRIGEMI";1;"";"";"";"";"";"";"";""
"NEUMONIA,";1;"";"";"";"";"";"";"";""
"NEURALGIA DEL TRIGEMIN";1;"";"";"";"";"";"";"";""
"NEURALGIA DEL TRIGEMINIO";1;"";"";"";"";"";"";"";""
"NEURALGIA PUDENDO";1;"";"";"";"";"";"";"";""
"NEURALGIA TRIGEMIN";1;"";"";"";"";"";"";"";""
"NEURALGIA TRIJEMINO,COLON IRRITABLE  GASTRITIS CRONICA  FIBROMIALGIA , TATIGA CRONICA";1;"";"";"";"";"";"";"";""
"GASTRITIS ATROFICA AUTOINMUNE";1;"";"";"";"";"";"";"";""
"NEUROFIBROMA CIATICO DE SCHWANNOMA";1;"";"";"";"";"";"";"";""
"NEUROFIBROMATOSIS GRADO UNO";1;"";"";"";"";"";"";"";""
"NEUROMA DE MORTON";1;"";"";"";"";"";"";"";""
"REGULAR ACIDO URICO";1;"";"";"";"";"";"";"";""
"REGULAR COLESTEROL";1;"";"";"";"";"";"";"";""
"REGULAR CORAZON";1;"";"";"";"";"";"";"";""
"REGULAR LA MENSTRUACION";1;"";"";"";"";"";"";"";""
"REGULAR LA REGLA";1;"";"";"";"";"";"";"";""
"REGULAR MENSTRUACIO";1;"";"";"";"";"";"";"";""
"REGULAR MESTRUACION";1;"";"";"";"";"";"";"";""
"REGULAR REGLA";1;"";"";"";"";"";"";"";""
"NODULS TIROIDALS";1;"";"";"";"";"";"";"";""
"REGURGITACIONS GASTROESOFAGIQUES";1;"";"";"";"";"";"";"";""
"RELAJANTE, DORMIS";1;"";"";"";"";"";"";"";""
"GMSI";1;"";"";"";"";"";"";"";""
"RELAJANTES";1;"";"";"";"";"";"";"";""
"RELAJAR";1;"";"";"";"";"";"";"";""
"RELAJARME UN POCO POR LA NOCHE";1;"";"";"";"";"";"";"";""
"PER POGUE DORMIR";1;"";"";"";"";"";"";"";""
"PER PREVENIR OSTEOPOROSIS";1;"";"";"";"";"";"";"";""
"RENITIS";1;"";"";"";"";"";"";"";""
"RENYO";1;"";"";"";"";"";"";"";""
"TENSIO ARTERIAL";1;"";"";"";"";"";"";"";""
"RESTRENIMENT";1;"";"";"";"";"";"";"";""
"RETENCIO DE LIQUITS";1;"";"";"";"";"";"";"";""
"PER RELAXAR TENSIO";1;"";"";"";"";"";"";"";""
"RETENCIO LIQUITS";1;"";"";"";"";"";"";"";""
"RETENCION DE  LIQUIDOS";1;"";"";"";"";"";"";"";""
"HEMATOMACROSIS";1;"";"";"";"";"";"";"";""
"RETIDA DE LA REGLA PRECOCMENT";1;"";"";"";"";"";"";"";""
"PER VIT.D";1;"";"";"";"";"";"";"";""
"RETINOPATIA SEROSA";1;"";"";"";"";"";"";"";""
"REUMA A LA SANG";1;"";"";"";"";"";"";"";""
"TINNITUS";1;"";"";"";"";"";"";"";""
"TIROIDE COLECTEROL";1;"";"";"";"";"";"";"";""
"REUMATISME INTERMITENT";1;"";"";"";"";"";"";"";""
"ORINO MUCHO ULTIMAMENTE";1;"";"";"";"";"";"";"";""
"RINITIS, CONTRACTURES";1;"";"";"";"";"";"";"";""
"RINITIS MEDICAMENTOSA";1;"";"";"";"";"";"";"";""
"OSTEOPOROIS";1;"";"";"";"";"";"";"";""
"RINON";1;"";"";"";"";"";"";"";""
"PINCAMENT LUMBAR";1;"";"";"";"";"";"";"";""
"OSTIOMELITIS";1;"";"";"";"";"";"";"";""
"RIZOARTROSIS MA ESQUERRA";1;"";"";"";"";"";"";"";""
"RODILLA";1;"";"";"";"";"";"";"";""
"ROTURA MENISCO - DOLOR";1;"";"";"";"";"";"";"";""
"PIROSI";1;"";"";"";"";"";"";"";""
"OVARIO POLIQUISTICO";1;"";"";"";"";"";"";"";""
"OVARI POLIQUISTIC";1;"";"";"";"";"";"";"";""
"INFALAMCION RODILLA Y DOLOR CERVICAL";1;"";"";"";"";"";"";"";""
"INFECCIO AL QUEXAL";1;"";"";"";"";"";"";"";""
"INFECCIO CUTANEA";1;"";"";"";"";"";"";"";""
"INFECCIO CYTIOMEGALOVIRUS";1;"";"";"";"";"";"";"";""
"INFECCIO INTESTINAL";1;"";"";"";"";"";"";"";""
"INFECCION";1;"";"";"";"";"";"";"";""
"INFECCION BACTERIANA TEJIDOS BLANDOS SUELO PELVICO BAJO";1;"";"";"";"";"";"";"";""
"INFECCION CUTANEA";1;"";"";"";"";"";"";"";""
"INFECCION DE OIDO";1;"";"";"";"";"";"";"";""
"POLIP CORDES VOCALS";1;"";"";"";"";"";"";"";""
"TENGO GASES";1;"";"";"";"";"";"";"";""
"TENSIO?";1;"";"";"";"";"";"";"";""
"XARELTO";1;"";"";"";"";"";"";"";""
"POLIPOS MATRIZ";1;"";"";"";"";"";"";"";""
"POLIPOS NASAL";1;"";"";"";"";"";"";"";""
"SEQUETAT VAGINAL";1;"";"";"";"";"";"";"";""
"PARA LA ESPALDA";1;"";"";"";"";"";"";"";""
"POLIPOS VESICULA BILIAR";1;"";"";"";"";"";"";"";""
"POLIPS";1;"";"";"";"";"";"";"";""
"TUBERCULOSI LATENT";1;"";"";"";"";"";"";"";""
"POLIPS BUFETA FEL";1;"";"";"";"";"";"";"";""
"POLIPS ESOFAG";1;"";"";"";"";"";"";"";""
"POLIPS I MIOMES";1;"";"";"";"";"";"";"";""
"POLIPS NASAL";1;"";"";"";"";"";"";"";""
"TUMOR CEREBRAL BENIGNO";1;"";"";"";"";"";"";"";""
"INFLAMACION LESION PIE";1;"";"";"";"";"";"";"";""
"INFLAMACION MUSCULAR";1;"";"";"";"";"";"";"";""
"INFLAMACION TENDONES";1;"";"";"";"";"";"";"";""
"PASTILLAS ANTICONCEPTIVAS";1;"";"";"";"";"";"";"";""
"INFLAMACIO PROSTATA";1;"";"";"";"";"";"";"";""
"POR DETECTAR CELULAS DE TUBERCULOSIS";1;"";"";"";"";"";"";"";""
"INSOMNI /";1;"";"";"";"";"";"";"";""
"INSOMNI CRONIC";1;"";"";"";"";"";"";"";""
"INSOMNI/NERVIS";1;"";"";"";"";"";"";"";""
"INSOMNIO O PREOCUPACION";1;"";"";"";"";"";"";"";""
"INSOMNNI";1;"";"";"";"";"";"";"";""
"INSUFICIENCIA PANCREATICA ENDOCRINA";1;"";"";"";"";"";"";"";""
"INSUFICIENCIA RENAL CRONICA LEVE";1;"";"";"";"";"";"";"";""
"INSUFICIENCIA VENOSA";1;"";"";"";"";"";"";"";""
"INSUFICIENCI CARDIACA";1;"";"";"";"";"";"";"";""
"INTESTINAL";1;"";"";"";"";"";"";"";""
"HIPERLAXITUD LLIGAMENTOSA";1;"";"";"";"";"";"";"";""
"PRESIO ALTA";1;"";"";"";"";"";"";"";""
"PRESIO ARTERIAL";1;"";"";"";"";"";"";"";""
"IPERACTIBIDAD UNA MICA DE HORINA";1;"";"";"";"";"";"";"";""
"IPOTIROIDISMO";1;"";"";"";"";"";"";"";""
"IRRITACION DEI COLON";1;"";"";"";"";"";"";"";""
"JAQUECAS";1;"";"";"";"";"";"";"";""
"JARSE";1;"";"";"";"";"";"";"";""
"L";1;"";"";"";"";"";"";"";""
"LA MENSTRUACIO";1;"";"";"";"";"";"";"";""
"LATENSION";1;"";"";"";"";"";"";"";""
"TROMBOEMBOLISMO PULMONAL";1;"";"";"";"";"";"";"";""
"PREVENCIO COAGULS";1;"";"";"";"";"";"";"";""
"PREVENCIO DESCALSIFICACIO OSEA";1;"";"";"";"";"";"";"";""
"SINTOMAS MENOPAUSIA";1;"";"";"";"";"";"";"";""
"PREVENCIO ESTOMAC";1;"";"";"";"";"";"";"";""
"PREVENCIO GLAUCOMA";1;"";"";"";"";"";"";"";""
"PREVENCION CARDIOLOGICA";1;"";"";"";"";"";"";"";""
"PREVENCION DE DEPRESION";1;"";"";"";"";"";"";"";""
"PREVENCION GLAUCOMA";1;"";"";"";"";"";"";"";""
"PREVENCION OSTEOPOROSIS";1;"";"";"";"";"";"";"";""
"PREVENCION POR FALTA DE   HIERRO HIERRO";1;"";"";"";"";"";"";"";""
"TUMOR BENIGNO DE LA GLANDULA PARATIROIDEA";1;"";"";"";"";"";"";"";""
"SORIASIS";1;"";"";"";"";"";"";"";""
"PREVENCIO OSTEOPOROSIS";1;"";"";"";"";"";"";"";""
"PREVENCIO PROSTATA";1;"";"";"";"";"";"";"";""
"PREVENCIO TROMBOSIS";1;"";"";"";"";"";"";"";""
"PREVENIR ISQUEMIES CEREBRALS";1;"";"";"";"";"";"";"";""
"LLAGA AL DUODE";1;"";"";"";"";"";"";"";""
"ESTAT D`ANIM";1;"";"";"";"";"";"";"";""
"LLEUGERA HIPERTESIO";1;"";"";"";"";"";"";"";""
"LLEUGER ESTAT NERVIOS";1;"";"";"";"";"";"";"";""
"PREVINDRE MAL A LES ARTICULACIONS";1;"";"";"";"";"";"";"";""
"PRINCIPI DE DEPRESSIO";1;"";"";"";"";"";"";"";""
"LUMBALGIA O MAL DE CAP";1;"";"";"";"";"";"";"";""
"LUMBARGUIA CRONICA";1;"";"";"";"";"";"";"";""
"LUMBOCIATALGIA CRONICA";1;"";"";"";"";"";"";"";""
"PESADEZ DE PIERNAS";1;"";"";"";"";"";"";"";""
"PROBLEMAS DEL SUENO";1;"";"";"";"";"";"";"";""
"ULCERA GASTRICA NO SAGNANT";1;"";"";"";"";"";"";"";""
"ULCUS";1;"";"";"";"";"";"";"";""
"PROBLEMES CIRCULATORIS";1;"";"";"";"";"";"";"";""
"PROBLEMES DEL SON";1;"";"";"";"";"";"";"";""
"PROBLEMES GENOLL";1;"";"";"";"";"";"";"";""
"PROBLEMES MENTALS";1;"";"";"";"";"";"";"";""
"PEROCARDITIS";1;"";"";"";"";"";"";"";""
"PROBLEMES ULL";1;"";"";"";"";"";"";"";""
"PROCTECTOR";1;"";"";"";"";"";"";"";""
"PROFILAXI";1;"";"";"";"";"";"";"";""
"PROLAPSE UTERI";1;"";"";"";"";"";"";"";""
"URTICARIES";1;"";"";"";"";"";"";"";""
"PROSTATA GRANDE";1;"";"";"";"";"";"";"";""
"UVEITIS BAHCET";1;"";"";"";"";"";"";"";""
"MAL DE CAP O DOLOR GENERAL";1;"";"";"";"";"";"";"";""
"MAL DE CAP O LUMBALGIA";1;"";"";"";"";"";"";"";""
"MAL DE CAP O MIGRANYA";1;"";"";"";"";"";"";"";""
"MAL DE CAP O MUSCULAR";1;"";"";"";"";"";"";"";""
"MAL DE CAP, REGLA";1;"";"";"";"";"";"";"";""
"MAL DE CERVICALS";1;"";"";"";"";"";"";"";""
"MAL DE COLL";1;"";"";"";"";"";"";"";""
"PROTECCIO DIGESTIVA";1;"";"";"";"";"";"";"";""
"PROTECCIO ESTOMACAL";1;"";"";"";"";"";"";"";""
"MAL DE GILBERT";1;"";"";"";"";"";"";"";""
"PROTECCIO ESTOMEG";1;"";"";"";"";"";"";"";""
"PROTECCION";1;"";"";"";"";"";"";"";""
"PROTECCION DE CARTILAGO";1;"";"";"";"";"";"";"";""
"PROTECCION DE ESTOMAGO";1;"";"";"";"";"";"";"";""
"MALESTAR-ACOSTIPAT";1;"";"";"";"";"";"";"";""
"PROTECCION ESTOMAGO";1;"";"";"";"";"";"";"";""
"HONGOS UNAS DE LOS PIES";1;"";"";"";"";"";"";"";""
"MALFORMACIO CAP DEL FEMUR";1;"";"";"";"";"";"";"";""
"HORMIGUEO EN LA PARTE DERECHA DE LA CARA";1;"";"";"";"";"";"";"";""
"PROTECION DE ESTOMAGO";1;"";"";"";"";"";"";"";""
"MANCA CALCI";1;"";"";"";"";"";"";"";""
"MANCA DE CALC";1;"";"";"";"";"";"";"";""
"MANCA DE POTASI";1;"";"";"";"";"";"";"";""
"MANCA VITAMINA";1;"";"";"";"";"";"";"";""
"MANCA VITAMINA B";1;"";"";"";"";"";"";"";""
"MANGUITO ROTADOR";1;"";"";"";"";"";"";"";""
"MANIAS";1;"";"";"";"";"";"";"";""
"VITAMINA D MOLT BAIXA";1;"";"";"";"";"";"";"";""
"PROTESIS DENTAL";1;"";"";"";"";"";"";"";""
"MEDICACION ESPECIFICA PARA FIBROMIALGIA";1;"";"";"";"";"";"";"";""
"MEGACOLON";1;"";"";"";"";"";"";"";""
"MEJORAR ESTADO ANIMICO";1;"";"";"";"";"";"";"";""
"MEMINGIOMA";1;"";"";"";"";"";"";"";""
"VITAMINES PER A LES OIDES";1;"";"";"";"";"";"";"";""
"PROTUSION DISCAL";1;"";"";"";"";"";"";"";""
"VITILIGEN";1;"";"";"";"";"";"";"";""
"PRPOSTATA";1;"";"";"";"";"";"";"";""
"VTAMINA D";1;"";"";"";"";"";"";"";""
"WOLF-PARKINSON-WHITE";1;"";"";"";"";"";"";"";""
"PSICOSIS MANIACO DEPRESIVA. TRASTORNO BIPOLAR.";1;"";"";"";"";"";"";"";""
"PSIQUIATRIA";1;"";"";"";"";"";"";"";""
"PTI";1;"";"";"";"";"";"";"";""
"PULMONIA";1;"";"";"";"";"";"";"";""
"MENOPAUISA";1;"";"";"";"";"";"";"";""
"QUEMAZON EN LA BOCA";1;"";"";"";"";"";"";"";""
"PARA EL RINON";1;"";"";"";"";"";"";"";""
"QUISTE";1;"";"";"";"";"";"";"";""
"PARA LA MENOPAUSA";1;"";"";"";"";"";"";"";""
"QUISTE OVARIO";1;"";"";"";"";"";"";"";""
"QUISTE RENAL";1;"";"";"";"";"";"";"";""
"QUISTES";1;"";"";"";"";"";"";"";""
"QUISTES ENDIOMETROSIS";1;"";"";"";"";"";"";"";""
"SINDROME DE FARTIGA CRONICA.";1;"";"";"";"";"";"";"";""
"SINDROME DE FATIGA CRONICA,OJOS SECOSFIBROMIALGIA,COLON IRRITABLE,ANSIEDAD,TDAH";1;"";"";"";"";"";"";"";""
"SINDROME DE GUILLEM BARRE";1;"";"";"";"";"";"";"";""
"SINDROME DE LAS PIERNAS INQUIETAS";1;"";"";"";"";"";"";"";""
"QUISTES RONYONS";1;"";"";"";"";"";"";"";""
"QUISTES TIROIDEOS";1;"";"";"";"";"";"";"";""
"QUIST OVARIC";1;"";"";"";"";"";"";"";""
"SINDROME DEPRESSIU";1;"";"";"";"";"";"";"";""
"TRASTORNO COMPULSIVO ADAPTATIVO";1;"";"";"";"";"";"";"";""
"TAQUICARDIAS";1;"";"";"";"";"";"";"";""
"TAQUICARDIA SUPRAVENTRICULAR PAROXISTICA";1;"";"";"";"";"";"";"";""
"TIROIDITE HASHIMOTO";1;"";"";"";"";"";"";"";""
"TRACTAMENT DE FERTILITAT";1;"";"";"";"";"";"";"";""
"TRATAMIENTO";1;"";"";"";"";"";"";"";""
